Order_ID,Order_Date,Ship_Date,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Region,Segment,Customer_ID,State
ORD-1062,2022-11-06,2022-11-09,Technology,Accessories,Accessories 790,5288.42,9,0.15,889.83,East,Home Office,CUST-3198,Illinois
ORD-1063,2023-10-23,2023-10-30,Office Supplies,Storage,Storage 419,76.71,2,0.2,6.68,East,Home Office,CUST-6648,Pennsylvania
ORD-1064,2024-08-01,2024-08-03,Office Supplies,Storage,Storage 763,671.95,5,0.2,127.18,South,Consumer,CUST-8875,Illinois
ORD-1065,2023-05-17,2023-05-20,Technology,Computers,Computers 192,2957.89,5,0.1,791.02,West,Home Office,CUST-8224,Ohio
ORD-1066,2024-05-24,2024-05-27,Furniture,Bookcases,Bookcases 686,7595.12,10,0.25,649.23,Central,Home Office,CUST-1768,California
ORD-1067,2022-05-26,2022-05-31,Furniture,Chairs,Chairs 843,7489.37,8,0.2,1309.37,Central,Corporate,CUST-5519,Illinois
ORD-1068,2022-03-18,2022-03-20,Office Supplies,Storage,Storage 963,830.94,4,0.2,269.45,South,Consumer,CUST-2996,Texas
ORD-1069,2022-01-26,2022-01-31,Furniture,Chairs,Chairs 553,2589.33,7,0.25,513.48,South,Corporate,CUST-7223,Ohio
ORD-1070,2023-11-02,2023-11-07,Office Supplies,Binders,Binders 767,234.78,2,0.25,63.43,East,Home Office,CUST-8441,Florida
ORD-1071,2023-05-06,2023-05-12,Furniture,Bookcases,Bookcases 853,1348.91,8,0.2,446.93,South,Home Office,CUST-1902,Pennsylvania
ORD-1072,2023-09-20,2023-09-25,Technology,Computers,Computers 173,8414.12,8,0.15,1331.55,Central,Corporate,CUST-2070,Georgia
ORD-1073,2024-11-29,2024-12-02,Furniture,Furnishings,Furnishings 532,6649.67,8,0.1,1333.42,Central,Home Office,CUST-2146,Texas
ORD-1074,2023-08-13,2023-08-14,Furniture,Furnishings,Furnishings 392,1684.01,5,0.2,473.18,West,Consumer,CUST-6753,Pennsylvania
ORD-1075,2022-01-04,2022-01-07,Furniture,Bookcases,Bookcases 694,1147.64,8,0.2,328.11,West,Consumer,CUST-3606,Georgia
ORD-1076,2023-09-30,2023-10-07,Furniture,Chairs,Chairs 358,5460.61,5,0.1,1709.86,Central,Consumer,CUST-7782,Texas
ORD-1077,2023-09-12,2023-09-13,Office Supplies,Art,Art 370,1193.33,5,0.15,270.76,East,Home Office,CUST-2874,California
ORD-1078,2024-04-20,2024-04-24,Office Supplies,Art,Art 903,463.81,7,0.15,140.57,Central,Consumer,CUST-8037,Florida
ORD-1079,2023-04-24,2023-04-28,Furniture,Bookcases,Bookcases 670,3553.8,4,0.1,590.73,South,Consumer,CUST-8473,Florida
ORD-1080,2024-01-15,2024-01-21,Furniture,Furnishings,Furnishings 239,2474.91,4,0.2,245.24,South,Consumer,CUST-6556,Texas
ORD-1081,2023-05-22,2023-05-28,Furniture,Furnishings,Furnishings 742,2281.74,3,0.15,231.3,West,Consumer,CUST-9489,New York
ORD-1082,2022-11-13,2022-11-18,Furniture,Bookcases,Bookcases 177,708.49,2,0.2,237.39,Central,Consumer,CUST-5969,Georgia
ORD-1083,2022-12-17,2022-12-21,Technology,Accessories,Accessories 627,8136.52,5,0.15,2462.43,East,Home Office,CUST-4202,California
ORD-1084,2024-03-31,2024-04-06,Furniture,Chairs,Chairs 774,2241.15,10,0.15,400.61,Central,Consumer,CUST-6622,Texas
ORD-1085,2022-04-16,2022-04-17,Furniture,Furnishings,Furnishings 968,4662.64,6,0.25,1228.94,East,Consumer,CUST-7828,California
ORD-1086,2024-05-30,2024-06-03,Office Supplies,Storage,Storage 187,303.1,2,0.2,99.23,West,Corporate,CUST-7924,New York
ORD-1087,2022-01-23,2022-01-30,Technology,Computers,Computers 580,2904.38,10,0.2,962.31,West,Home Office,CUST-6676,Texas
ORD-1088,2024-10-10,2024-10-13,Technology,Copiers,Copiers 834,6206.56,5,0.2,1499.72,South,Consumer,CUST-7567,Texas
ORD-1089,2022-02-23,2022-03-02,Furniture,Furnishings,Furnishings 756,3458.93,3,0.0,778.77,South,Consumer,CUST-4355,Texas
ORD-1090,2023-03-08,2023-03-09,Furniture,Chairs,Chairs 282,2884.65,4,0.25,544.84,South,Consumer,CUST-1909,Florida
ORD-1091,2022-08-14,2022-08-16,Furniture,Furnishings,Furnishings 870,12219.72,10,0.1,4137.7,East,Corporate,CUST-6513,Georgia
ORD-1092,2023-01-31,2023-02-06,Office Supplies,Storage,Storage 592,37.62,1,0.1,11.11,West,Home Office,CUST-2009,California
ORD-1093,2022-02-12,2022-02-15,Furniture,Tables,Tables 739,2426.63,2,0.0,386.53,Central,Home Office,CUST-7509,California
ORD-1094,2023-04-19,2023-04-26,Office Supplies,Binders,Binders 975,23.92,1,0.25,6.96,Central,Consumer,CUST-5000,Illinois
ORD-1095,2024-12-21,2024-12-27,Furniture,Tables,Tables 242,2121.05,2,0.2,348.44,West,Consumer,CUST-4978,Illinois
ORD-1096,2022-10-01,2022-10-04,Technology,Computers,Computers 390,680.99,2,0.15,237.48,West,Consumer,CUST-2485,Pennsylvania
ORD-1097,2024-03-18,2024-03-24,Office Supplies,Labels,Labels 104,1066.49,8,0.15,144.61,Central,Home Office,CUST-9587,California
ORD-1098,2024-02-23,2024-02-28,Furniture,Bookcases,Bookcases 150,5461.75,9,0.15,1571.56,West,Consumer,CUST-8320,Texas
ORD-1099,2022-08-05,2022-08-11,Office Supplies,Binders,Binders 750,48.14,2,0.0,14.75,East,Consumer,CUST-3785,Pennsylvania
ORD-1100,2024-03-14,2024-03-15,Office Supplies,Art,Art 433,629.78,8,0.15,154.16,West,Home Office,CUST-2780,Florida
ORD-1101,2022-12-08,2022-12-12,Office Supplies,Labels,Labels 933,455.51,2,0.15,50.17,Central,Corporate,CUST-1219,New York
ORD-1102,2022-07-11,2022-07-15,Office Supplies,Storage,Storage 421,177.72,9,0.2,41.5,West,Consumer,CUST-3932,Ohio
ORD-1103,2023-04-30,2023-05-06,Office Supplies,Art,Art 282,217.86,1,0.15,69.02,East,Home Office,CUST-9674,Georgia
ORD-1104,2022-12-24,2022-12-29,Technology,Computers,Computers 928,6675.15,9,0.2,1422.6,Central,Home Office,CUST-2376,New York
ORD-1105,2023-09-16,2023-09-19,Technology,Phones,Phones 902,1793.52,5,0.1,281.24,West,Home Office,CUST-2542,Florida
ORD-1106,2023-01-28,2023-01-29,Technology,Copiers,Copiers 415,7157.78,10,0.2,1635.61,East,Consumer,CUST-5750,Pennsylvania
ORD-1107,2024-06-02,2024-06-03,Office Supplies,Storage,Storage 712,175.11,1,0.2,60.91,West,Consumer,CUST-3411,Georgia
ORD-1108,2024-07-19,2024-07-24,Furniture,Chairs,Chairs 396,1236.38,3,0.25,394.9,Central,Consumer,CUST-7828,Georgia
ORD-1109,2023-07-06,2023-07-09,Office Supplies,Storage,Storage 358,735.09,5,0.25,60.03,West,Corporate,CUST-4206,Ohio
ORD-1110,2022-08-04,2022-08-10,Furniture,Chairs,Chairs 647,2226.88,5,0.1,266.32,Central,Corporate,CUST-8777,Illinois
ORD-1111,2022-01-14,2022-01-18,Office Supplies,Labels,Labels 616,368.56,4,0.25,119.93,East,Corporate,CUST-9161,Illinois
ORD-1112,2024-01-11,2024-01-14,Furniture,Chairs,Chairs 194,3017.7,6,0.0,397.98,South,Home Office,CUST-6784,California
ORD-1113,2023-06-05,2023-06-06,Furniture,Furnishings,Furnishings 398,4653.86,5,0.0,1175.01,West,Corporate,CUST-6141,Ohio
ORD-1114,2023-09-01,2023-09-08,Office Supplies,Art,Art 330,35.32,1,0.1,3.68,South,Home Office,CUST-1756,New York
ORD-1115,2022-11-04,2022-11-11,Technology,Computers,Computers 645,820.9,5,0.25,182.84,Central,Corporate,CUST-4901,Texas
ORD-1116,2022-11-09,2022-11-11,Office Supplies,Labels,Labels 372,464.66,2,0.0,55.5,Central,Home Office,CUST-1516,Pennsylvania
ORD-1117,2022-09-18,2022-09-25,Furniture,Bookcases,Bookcases 917,5056.93,9,0.25,1538.18,West,Consumer,CUST-4720,Texas
ORD-1118,2023-01-19,2023-01-26,Office Supplies,Binders,Binders 581,167.59,2,0.25,26.35,Central,Corporate,CUST-3169,Pennsylvania
ORD-1119,2024-05-22,2024-05-26,Furniture,Bookcases,Bookcases 891,2678.03,3,0.15,672.48,West,Home Office,CUST-4183,Georgia
ORD-1120,2022-03-28,2022-03-29,Technology,Phones,Phones 647,5515.32,6,0.2,1021.68,West,Home Office,CUST-8421,Georgia
ORD-1121,2024-04-24,2024-04-28,Technology,Accessories,Accessories 609,3199.92,5,0.2,647.36,Central,Home Office,CUST-7142,Illinois
ORD-1122,2024-04-12,2024-04-16,Office Supplies,Art,Art 384,493.0,9,0.2,33.46,Central,Consumer,CUST-4150,Illinois
ORD-1123,2024-10-28,2024-11-04,Technology,Computers,Computers 183,9818.74,8,0.2,3273.95,Central,Corporate,CUST-4548,Illinois
ORD-1124,2022-07-28,2022-07-30,Office Supplies,Labels,Labels 441,73.31,10,0.1,24.41,West,Consumer,CUST-7143,Texas
ORD-1125,2022-02-22,2022-02-28,Office Supplies,Art,Art 246,1430.69,7,0.1,453.91,South,Corporate,CUST-6515,Florida
ORD-1126,2022-07-14,2022-07-17,Furniture,Tables,Tables 652,757.81,5,0.0,173.87,South,Corporate,CUST-2921,Texas
ORD-1127,2023-02-01,2023-02-06,Office Supplies,Labels,Labels 838,345.21,8,0.0,31.52,Central,Corporate,CUST-9248,Pennsylvania
ORD-1128,2024-04-09,2024-04-14,Furniture,Chairs,Chairs 283,1876.59,3,0.1,309.77,West,Corporate,CUST-8824,Georgia
ORD-1129,2024-05-05,2024-05-09,Office Supplies,Paper,Paper 761,512.07,4,0.1,164.95,West,Corporate,CUST-7314,Pennsylvania
ORD-1130,2023-10-24,2023-10-30,Office Supplies,Art,Art 125,1833.67,9,0.15,206.76,South,Home Office,CUST-7045,New York
ORD-1131,2022-03-05,2022-03-11,Office Supplies,Art,Art 480,422.97,2,0.15,91.73,Central,Consumer,CUST-8241,Pennsylvania
ORD-1132,2024-10-17,2024-10-24,Furniture,Chairs,Chairs 141,4038.59,8,0.0,682.56,Central,Consumer,CUST-8699,Texas
ORD-1133,2024-04-12,2024-04-14,Furniture,Chairs,Chairs 121,7330.13,7,0.25,447.97,West,Consumer,CUST-8058,Illinois
ORD-1134,2024-02-02,2024-02-06,Office Supplies,Art,Art 183,886.31,10,0.0,73.97,East,Corporate,CUST-4991,Texas
ORD-1135,2022-11-08,2022-11-11,Office Supplies,Paper,Paper 501,695.29,3,0.0,153.91,West,Consumer,CUST-9000,Illinois
ORD-1136,2024-07-07,2024-07-12,Office Supplies,Storage,Storage 910,270.23,2,0.25,65.34,Central,Corporate,CUST-4794,Texas
ORD-1137,2023-10-09,2023-10-16,Furniture,Tables,Tables 579,467.6,4,0.0,69.31,East,Corporate,CUST-9807,Georgia
ORD-1138,2022-09-12,2022-09-17,Technology,Copiers,Copiers 776,8952.99,6,0.15,688.7,East,Home Office,CUST-8863,Georgia
ORD-1139,2024-11-21,2024-11-24,Furniture,Furnishings,Furnishings 500,5246.3,5,0.15,1007.63,South,Consumer,CUST-8046,Texas
ORD-1140,2023-12-19,2023-12-26,Office Supplies,Paper,Paper 656,213.65,4,0.15,18.53,Central,Home Office,CUST-7310,Ohio
ORD-1141,2023-05-11,2023-05-15,Office Supplies,Labels,Labels 903,137.49,1,0.25,33.69,East,Home Office,CUST-1676,California
ORD-1142,2022-04-18,2022-04-24,Technology,Computers,Computers 628,3096.43,3,0.2,252.48,South,Corporate,CUST-3301,Illinois
ORD-1143,2022-03-31,2022-04-05,Office Supplies,Binders,Binders 272,166.53,1,0.25,43.16,West,Consumer,CUST-7809,Florida
ORD-1144,2023-01-11,2023-01-14,Furniture,Furnishings,Furnishings 482,355.4,1,0.1,62.58,East,Corporate,CUST-4046,Ohio
ORD-1145,2022-12-12,2022-12-14,Furniture,Bookcases,Bookcases 281,1468.27,2,0.25,94.7,West,Consumer,CUST-2145,Florida
ORD-1146,2022-11-25,2022-12-01,Furniture,Bookcases,Bookcases 447,406.94,1,0.0,108.03,East,Corporate,CUST-1621,Ohio
ORD-1147,2022-02-18,2022-02-25,Technology,Accessories,Accessories 134,7444.23,8,0.25,461.88,South,Corporate,CUST-4824,Pennsylvania
ORD-1148,2023-04-05,2023-04-11,Office Supplies,Paper,Paper 166,1100.0,6,0.2,340.35,East,Consumer,CUST-6560,California
ORD-1149,2022-11-24,2022-11-27,Technology,Phones,Phones 975,6429.02,8,0.15,2233.9,Central,Corporate,CUST-8993,Florida
ORD-1150,2022-09-21,2022-09-26,Technology,Phones,Phones 362,1856.44,4,0.1,576.26,South,Home Office,CUST-9608,New York
ORD-1151,2024-03-16,2024-03-21,Technology,Accessories,Accessories 839,1320.91,6,0.1,417.85,Central,Home Office,CUST-7165,Pennsylvania
ORD-1152,2022-07-16,2022-07-18,Furniture,Chairs,Chairs 738,6641.47,6,0.0,939.28,East,Corporate,CUST-5275,Pennsylvania
ORD-1153,2024-06-13,2024-06-20,Furniture,Furnishings,Furnishings 496,1761.6,4,0.15,529.38,West,Home Office,CUST-1501,California
ORD-1154,2022-12-12,2022-12-15,Office Supplies,Paper,Paper 399,465.87,4,0.1,76.13,West,Corporate,CUST-6147,Texas
ORD-1155,2022-01-09,2022-01-12,Technology,Copiers,Copiers 249,298.31,1,0.0,30.52,West,Home Office,CUST-6948,Illinois
ORD-1156,2023-01-29,2023-02-05,Furniture,Tables,Tables 617,3243.56,5,0.1,769.83,Central,Corporate,CUST-7707,Texas
ORD-1157,2022-06-05,2022-06-07,Furniture,Chairs,Chairs 250,6280.4,6,0.25,873.87,South,Home Office,CUST-4896,Georgia
ORD-1158,2022-06-10,2022-06-12,Technology,Accessories,Accessories 621,1107.01,10,0.1,84.69,East,Consumer,CUST-7894,Georgia
ORD-1159,2023-07-23,2023-07-30,Furniture,Tables,Tables 279,6940.31,7,0.25,593.1,South,Consumer,CUST-1105,Illinois
ORD-1160,2023-06-26,2023-07-03,Furniture,Furnishings,Furnishings 570,4189.65,10,0.15,332.47,Central,Consumer,CUST-1160,New York
ORD-1161,2023-10-11,2023-10-12,Technology,Phones,Phones 831,829.33,3,0.1,47.57,East,Home Office,CUST-9219,Georgia
ORD-1162,2023-11-12,2023-11-14,Technology,Computers,Computers 834,122.18,3,0.2,11.3,West,Corporate,CUST-7502,New York
ORD-1163,2024-05-04,2024-05-05,Furniture,Tables,Tables 714,5488.71,10,0.1,1554.81,West,Corporate,CUST-9405,Pennsylvania
ORD-1164,2023-07-08,2023-07-10,Office Supplies,Binders,Binders 682,414.02,4,0.1,111.05,East,Corporate,CUST-4494,Texas
ORD-1165,2023-02-03,2023-02-10,Furniture,Tables,Tables 238,631.12,1,0.2,128.13,Central,Corporate,CUST-6265,Florida
ORD-1166,2022-06-14,2022-06-20,Furniture,Furnishings,Furnishings 727,1006.55,7,0.1,340.66,West,Home Office,CUST-2315,Pennsylvania
ORD-1167,2022-05-14,2022-05-17,Office Supplies,Labels,Labels 390,985.94,10,0.0,170.03,South,Corporate,CUST-6284,Illinois
ORD-1168,2024-11-08,2024-11-12,Technology,Computers,Computers 438,11713.41,10,0.1,3911.25,East,Home Office,CUST-7440,Illinois
ORD-1169,2022-01-09,2022-01-10,Furniture,Chairs,Chairs 297,2548.32,9,0.15,607.72,South,Home Office,CUST-5811,Georgia
ORD-1170,2023-07-22,2023-07-24,Furniture,Furnishings,Furnishings 728,3605.4,6,0.0,1031.84,East,Consumer,CUST-4327,Florida
ORD-1171,2023-04-25,2023-04-29,Office Supplies,Paper,Paper 494,1271.88,5,0.15,388.21,South,Consumer,CUST-6614,California
ORD-1172,2023-04-23,2023-04-27,Office Supplies,Paper,Paper 517,699.8,4,0.25,170.46,West,Consumer,CUST-3237,Pennsylvania
ORD-1173,2022-03-02,2022-03-08,Furniture,Bookcases,Bookcases 298,5082.32,5,0.25,1608.4,South,Home Office,CUST-4512,Illinois
ORD-1174,2023-10-29,2023-10-30,Furniture,Tables,Tables 585,13586.41,10,0.0,2080.6,Central,Consumer,CUST-8485,Florida
ORD-1175,2022-11-26,2022-12-03,Furniture,Chairs,Chairs 569,753.86,1,0.15,95.22,Central,Home Office,CUST-5008,Pennsylvania
ORD-1176,2023-04-24,2023-04-27,Office Supplies,Labels,Labels 267,215.03,3,0.0,74.78,West,Home Office,CUST-1105,California
ORD-1177,2023-10-26,2023-10-30,Office Supplies,Labels,Labels 300,715.78,4,0.2,118.96,West,Consumer,CUST-3955,New York
ORD-1178,2023-01-21,2023-01-27,Technology,Accessories,Accessories 659,2844.04,2,0.0,483.22,East,Corporate,CUST-3931,Texas
ORD-1179,2024-12-12,2024-12-17,Office Supplies,Paper,Paper 915,20.62,1,0.15,2.73,South,Consumer,CUST-5755,Florida
ORD-1180,2024-11-19,2024-11-25,Furniture,Furnishings,Furnishings 756,6109.17,9,0.1,2009.14,East,Home Office,CUST-7948,Illinois
ORD-1181,2022-01-03,2022-01-09,Technology,Copiers,Copiers 656,8321.01,8,0.1,958.45,East,Consumer,CUST-5640,Illinois
ORD-1182,2023-12-22,2023-12-24,Furniture,Furnishings,Furnishings 488,212.82,1,0.15,50.86,South,Home Office,CUST-2473,California
ORD-1183,2023-12-24,2023-12-30,Office Supplies,Labels,Labels 320,523.86,5,0.25,180.84,Central,Corporate,CUST-4112,Illinois
ORD-1184,2024-08-31,2024-09-05,Office Supplies,Labels,Labels 437,890.45,3,0.0,106.82,West,Corporate,CUST-4915,Ohio
ORD-1185,2023-01-07,2023-01-12,Technology,Accessories,Accessories 998,9253.05,5,0.0,548.99,East,Consumer,CUST-3175,Florida
ORD-1186,2022-02-28,2022-03-02,Office Supplies,Storage,Storage 811,539.21,8,0.15,79.21,South,Corporate,CUST-8443,Illinois
ORD-1187,2022-10-28,2022-11-03,Furniture,Tables,Tables 980,5166.08,10,0.2,1311.78,South,Consumer,CUST-2986,Ohio
ORD-1188,2023-06-14,2023-06-18,Technology,Accessories,Accessories 563,6370.6,5,0.0,534.25,East,Consumer,CUST-2633,Ohio
ORD-1189,2023-07-23,2023-07-27,Furniture,Chairs,Chairs 535,2345.48,2,0.2,192.91,West,Corporate,CUST-2247,Pennsylvania
ORD-1190,2024-02-16,2024-02-20,Technology,Accessories,Accessories 474,11562.88,10,0.0,1432.37,East,Consumer,CUST-8930,Texas
ORD-1191,2024-10-05,2024-10-08,Technology,Copiers,Copiers 220,4711.18,5,0.25,1074.7,East,Consumer,CUST-3002,Florida
ORD-1192,2022-04-24,2022-04-28,Technology,Accessories,Accessories 141,2397.54,8,0.15,595.58,East,Corporate,CUST-7166,Florida
ORD-1193,2023-11-01,2023-11-04,Office Supplies,Labels,Labels 803,330.23,3,0.2,73.84,East,Home Office,CUST-9941,Ohio
